-2.982175434,-9.516818168,-11.95925436,-11.93769891,-24.79939071,-16.9340086,-23.88943829,aa
-2.88858314,-8.415462097,-10.6385582,-10.62525216,-21.39388947,-14.84409051,-21.4223897,aa
-2.971690139,-8.747989003,-11.65276773,-11.820522,-23.59674834,-16.21226855,-23.94628826,aa
-2.966585153,-8.684021724,-11.82551283,-12.35759748,-25.00548526,-16.87742213,-24.46658702,aa
-2.973106211,-10.03285357,-13.34243162,-12.7584966,-25.84393277,-18.14545493,-26.22272859,aa
-2.929671844,-8.660189151,-10.72842581,-10.98886986,-21.88070183,-15.35178551,-22.27181037,aa
-2.988520902,-9.08826817,-11.90492012,-12.19250095,-24.32263308,-17.12786513,-24.49365903,aa
-2.970449757,-8.840760391,-12.36930901,-12.96901569,-25.73029969,-18.31549646,-25.86880922,aa
-2.822667164,-8.753451184,-10.36972057,-10.40236192,-20.85472815,-14.84570066,-21.07826078,aa
-2.805243884,-8.638472711,-10.31753237,-10.43513961,-21.13625612,-15.05940279,-20.8665723,aa
-2.903692585,-9.292243438,-10.6549483,-11.01386027,-22.0615391,-16.17944976,-21.95015063,aa
-2.94898702,-8.855813291,-13.34862895,-11.52672095,-24.13719376,-15.97015649,-24.0947033,aa
-2.98191252,-9.420647126,-12.1779162,-12.69555161,-25.77957309,-17.64040682,-25.14359491,aa
-2.975267508,-9.280458224,-12.55645153,-11.88403661,-24.42273935,-18.14197291,-24.16123808,aa
-2.893133156,-8.753785787,-10.6656283,-10.65282944,-21.31243165,-15.057281,-22.69456779,aa
-3.003227636,-9.345978905,-12.3893165,-12.63496116,-25.38419253,-17.31760419,-25.2358834,aa
-2.85633014,-8.606154913,-10.4877796,-10.70953125,-21.33213739,-15.1892534,-21.79876989,aa
-2.931893028,-8.350967574,-12.03027729,-12.071528,-24.23713102,-16.33754263,-24.31585697,aa
-2.923622003,-8.456799874,-10.86123514,-11.09048388,-22.25063094,-15.61127171,-22.18763832,aa
-2.91711461,-8.400310194,-11.39093094,-11.22006748,-22.56987499,-15.50149118,-22.89247887,aa
-2.827066196,-8.343624809,-10.37112637,-10.32087499,-20.70618282,-14.53255766,-21.05737429,aa
-2.860381862,-8.857888537,-10.54214514,-10.37730919,-20.83896773,-15.01107678,-21.86344587,aa
-2.833751695,-8.633703406,-10.39006596,-10.45137458,-20.88563962,-14.82816666,-21.48132332,aa
-2.763454418,-8.537740622,-10.00470072,-10.18081915,-20.27362797,-14.45124331,-22.09738718,aa
-2.998460757,-9.642940155,-12.16586447,-11.97201676,-24.31840581,-16.79899633,-24.11189287,aa
-2.975751402,-8.705659244,-11.48864435,-11.53453094,-23.11107692,-15.89956291,-23.3398484,aa
-3.011483276,-9.022049141,-12.14276028,-12.93987699,-25.8699781,-18.16267378,-25.52084493,aa
-2.976646133,-9.428583786,-14.64837749,-12.17504822,-25.68166739,-17.43333699,-25.81221825,aa
-2.809694075,-8.604411967,-10.25892185,-10.32967699,-20.63364019,-14.6363743,-21.30459409,aa
-2.984384708,-9.048139551,-13.01588863,-12.77249,-25.77446278,-17.5982325,-25.87044756,aa
-2.82689427,-8.377738085,-10.30818133,-10.27026224,-20.64298206,-14.62720693,-20.80743595,aa
