-2.982175434,-9.516818168,-11.95925436,-11.93769891,-24.79939071,-16.9340086,-23.88943829,yes
-2.88858314,-8.415462097,-10.6385582,-10.62525216,-21.39388947,-14.84409051,-21.4223897,yes
-2.971690139,-8.747989003,-11.65276773,-11.820522,-23.59674834,-16.21226855,-23.94628826,yes
-2.966585153,-8.684021724,-11.82551283,-12.35759748,-25.00548526,-16.87742213,-24.46658702,yes
-2.973106211,-10.03285357,-13.34243162,-12.7584966,-25.84393277,-18.14545493,-26.22272859,yes
-2.929671844,-8.660189151,-10.72842581,-10.98886986,-21.88070183,-15.35178551,-22.27181037,yes
-2.988520902,-9.08826817,-11.90492012,-12.19250095,-24.32263308,-17.12786513,-24.49365903,yes
-2.970449757,-8.840760391,-12.36930901,-12.96901569,-25.73029969,-18.31549646,-25.86880922,yes
-2.822667164,-8.753451184,-10.36972057,-10.40236192,-20.85472815,-14.84570066,-21.07826078,yes
-2.805243884,-8.638472711,-10.31753237,-10.43513961,-21.13625612,-15.05940279,-20.8665723,yes
-2.903692585,-9.292243438,-10.6549483,-11.01386027,-22.0615391,-16.17944976,-21.95015063,yes
-2.94898702,-8.855813291,-13.34862895,-11.52672095,-24.13719376,-15.97015649,-24.0947033,yes
-2.98191252,-9.420647126,-12.1779162,-12.69555161,-25.77957309,-17.64040682,-25.14359491,yes
-2.975267508,-9.280458224,-12.55645153,-11.88403661,-24.42273935,-18.14197291,-24.16123808,yes
-2.893133156,-8.753785787,-10.6656283,-10.65282944,-21.31243165,-15.057281,-22.69456779,yes
-3.003227636,-9.345978905,-12.3893165,-12.63496116,-25.38419253,-17.31760419,-25.2358834,yes
-2.85633014,-8.606154913,-10.4877796,-10.70953125,-21.33213739,-15.1892534,-21.79876989,yes
-2.931893028,-8.350967574,-12.03027729,-12.071528,-24.23713102,-16.33754263,-24.31585697,yes
-2.923622003,-8.456799874,-10.86123514,-11.09048388,-22.25063094,-15.61127171,-22.18763832,yes
-2.91711461,-8.400310194,-11.39093094,-11.22006748,-22.56987499,-15.50149118,-22.89247887,yes
-2.827066196,-8.343624809,-10.37112637,-10.32087499,-20.70618282,-14.53255766,-21.05737429,yes
-2.860381862,-8.857888537,-10.54214514,-10.37730919,-20.83896773,-15.01107678,-21.86344587,yes
-2.833751695,-8.633703406,-10.39006596,-10.45137458,-20.88563962,-14.82816666,-21.48132332,yes
-2.763454418,-8.537740622,-10.00470072,-10.18081915,-20.27362797,-14.45124331,-22.09738718,yes
-2.998460757,-9.642940155,-12.16586447,-11.97201676,-24.31840581,-16.79899633,-24.11189287,yes
-2.975751402,-8.705659244,-11.48864435,-11.53453094,-23.11107692,-15.89956291,-23.3398484,yes
-3.011483276,-9.022049141,-12.14276028,-12.93987699,-25.8699781,-18.16267378,-25.52084493,yes
-2.976646133,-9.428583786,-14.64837749,-12.17504822,-25.68166739,-17.43333699,-25.81221825,yes
-2.809694075,-8.604411967,-10.25892185,-10.32967699,-20.63364019,-14.6363743,-21.30459409,yes
-2.984384708,-9.048139551,-13.01588863,-12.77249,-25.77446278,-17.5982325,-25.87044756,yes
-2.82689427,-8.377738085,-10.30818133,-10.27026224,-20.64298206,-14.62720693,-20.80743595,yes
-2.841175496,-8.990248231,-10.28916431,-10.30174551,-20.72437537,-14.87414139,-20.77386969,yes
-2.988893106,-10.48908432,-12.516129,-12.38120538,-24.93648616,-17.97538912,-25.0354736,yes
-3.011403274,-9.549211934,-12.71871386,-12.54445646,-25.26406629,-17.5530591,-25.41464416,yes
-2.973024649,-8.575718963,-11.47042389,-12.22182424,-24.09972805,-16.58865801,-24.50094632,yes
-3.025591053,-9.945873638,-14.21543339,-13.13469135,-27.1207634,-18.56649277,-26.86899592,yes
-3.035162453,-9.301704999,-12.41411225,-12.42410275,-24.84344732,-17.46804624,-26.32426462,yes
-3.005983592,-9.235962513,-11.7972372,-13.04821078,-25.80472076,-18.06799678,-25.5234985,yes
-3.057073319,-9.180485945,-12.85732566,-13.05026967,-26.21038336,-17.6579084,-26.11022889,yes
-2.823352207,-9.266774266,-11.1632957,-11.81070258,-23.32203862,-17.2655324,-23.78500106,yes
-2.81602905,-9.322457163,-11.59204497,-11.48279696,-23.0827837,-16.21611255,-23.32095896,yes
-2.992990867,-9.717134109,-11.88027868,-13.25333243,-26.07529603,-18.66726358,-25.9003376,yes
-2.556121981,-8.169143634,-9.511850748,-9.34135173,-18.77105138,-13.4313346,-19.69230801,yes
-2.815796396,-8.745765006,-11.82311017,-11.50492459,-23.55368277,-15.96610215,-23.20941004,yes
-2.867546498,-8.264465576,-10.2533247,-10.58899639,-21.20618114,-14.74763486,-21.12306761,yes
-2.697418633,-7.758863231,-10.6242729,-10.20692548,-21.77255733,-14.3925699,-20.62361555,yes
-2.947703229,-8.200460815,-11.08501375,-11.12349431,-22.26806324,-15.25818956,-22.61323839,yes
-2.862549148,-8.350685178,-10.34979594,-10.53870886,-21.14607243,-14.73711161,-21.12157088,yes
-2.997360072,-8.881680846,-12.82056371,-12.61245002,-25.37646512,-18.12548451,-25.68227077,yes
-2.80560914,-8.24147133,-10.54054532,-10.30652708,-20.77164828,-14.43922587,-21.10943287,yes
